Drug,Cell,IC50
368390,UO_31,0.0624981451758676
765396,SNB_75,0.499478747265663
681640,NCI_H23,0.595866510381845
256927,SF_539,-0.373544509727781
606170,SNB_75,-0.199937259390646
627168,UACC_62,-1.05072870548185
606170,MALME_3M,-0.181527043189386
768112,HL_60,0.567442283609861
271674,NCI_H322M,-0.69440400015289
623017,SW_620,-0.537468748167744
365798,UACC_257,-2.141890869626
163501,NCI_ADR_RES,-0.156333735262528
627168,LOXIMVI,0.724460761103323
348948,SNB_19,-0.113843107784729
681636,HCT_15,-1.0442925501005
79037,HL_60,1.5233999539838
9706,COLO205,-0.75407146415467
9706,HS578T,-1.11226570514465
369100,CAKI_1,-0.078408054935614
710270,OVCAR_8,0.470371043325969
100880,MDA_N,-0.557528475999195
606498,KM12,-0.97946706898421
758230,NCI_H322M,-1.85724732196524
89201,HOP_62,-0.423762014696561
758612,MCF7,-0.104278906439484
164011,EKVX,-0.684297148996503
281612,NCI_H23,0.0047359451494085
721517,U251,0.234797894607937
148958,NCI_H226,-1.02358003313395
45388,SR,1.20754580724335
740,RPMI_8226,0.384631157116205
1895,NCI_H460,0.46284263127987
364830,MOLT_4,1.0431781106156
610456,PC_3,-0.170800099391594
627168,A498,-1.19314676907148
83142,EKVX,-1.49463843837703
702294,T47D,-0.166602064240188
697912,NCI_H460,0.902926977988391
758423,SF_295,1.01272400130686
638066,SK_MEL_28,-0.674655980382487
241240,HCC_2998,-1.01779431115332
102627,NCI_H226,-0.804676290480938
736624,NCI_H522,0.0829094882112601
681642,SN12C,1.31111908239398
25154,LOXIMVI,0.162616683979141
256439,SK_MEL_2,-1.5216070280753
308847,ACHN,1.55441132874675
681643,U251,1.15522312449931
629971,SK_MEL_28,-0.862721894879139
218321,UACC_257,-0.179483346808417
757098,SN12C,1.49090843318468
759878,ACHN,0.81023978559749
755880,UACC_257,0.307772347870201
338947,EKVX,-1.31281653808275
681633,IGROV1,-0.868327881303409
740268,HOP_92,0.235586152556057
249992,OVCAR_5,-0.811506130974773
784722,NCI_H322M,-1.02821460488046
365798,NCI_H460,-0.670864186211269
351710,SN12C,1.49854526551791
77213,NCI_H322M,-0.214839502486776
224131,SR,0.610966312276086
606869,NCI_H322M,0.0743916474059039
633782,SK_OV_3,0.381167127946619
34462,U251,0.47456667964567
357704,A498,-0.414608032566286
618939,SK_MEL_28,-1.26680366158842
14229,M14,-0.116712546526206
25154,NCI_H23,0.224850872043752
256927,A498,-1.80999323048744
752840,LOXIMVI,0.281995148790634
606986,NCI_H460,0.683262445045169
287459,TK_10,-0.594534736910203
314622,U251,0.405492626255273
618939,786_0,0.805464231888712
218321,SW_620,-0.165360328697314
139105,SNB_19,0.0684588654840335
758255,SW_620,0.5289726716938
328410,RXF_393,0.207160376073812
765396,DU_145,0.91280309389088
19893,TK_10,-1.39210878982525
94600,ACHN,0.984572199399551
759878,SK_MEL_2,-1.79291593854296
100880,KM12,-1.13672427517616
89201,SK_OV_3,-1.17434305765216
758612,NCI_ADR_RES,0.364482539190535
94600,UO_31,0.199712090080818
753686,MDA_MB_435,-0.41065005944196
683557,OVCAR_8,0.562139416524979
73754,T47D,-0.207725734722125
34462,IGROV1,-0.898863295605045
77213,MOLT_4,-0.214839502486776
765775,OVCAR_5,-0.69690734281051
355644,CCRF_CEM,0.833712396533721
698037,NCI_H226,-0.625518024523199
138783,HCT_15,-0.679408536561306
266046,CAKI_1,0.740423390747611
698037,M14,-0.566453475942144
760419,SW_620,-1.05629180148662
681643,LOXIMVI,1.02507056874677
184692,HCC_2998,0.519723905201355
56410,CAKI_1,0.508209566219463
757036,EKVX,-1.83355284515111
603077,CCRF_CEM,1.85386326853283
759878,RPMI_8226,-0.710490617825656
374551,COLO205,0.362815424609972
606170,SF_268,-0.199937259390646
697887,SF_268,-0.224771057660088
758612,NCI_H226,0.0112903471153527
719276,DU_145,-0.306142166162797
156303,RXF_393,-0.793096207372765
683558,CAKI_1,0.807574216130371
79037,OVCAR_3,-0.591998410898078
736493,HOP_62,0.996818969073439
681639,SR,2.01272788529145
737518,SF_268,-0.982919959304533
767125,SNB_19,0.0202976283604296
287459,OVCAR_3,-0.267792576207386
89201,OVCAR_8,-0.750496517540597
610456,SR,1.50499506626553
736201,SNB_19,0.265544668863696
606869,MOLT_4,1.27442109133248
63984,SR,-1.26171026551045
754771,K_562,0.194200847281254
6396,HL_60,1.94528731993761
71261,HCT_15,0.086548997836984
256927,HCC_2998,-0.779534944684202
365798,KM12,1.64174667211338
758230,MDA_MB_231,-1.41455914677211
63984,SF_539,0.0935939777410085
71851,HOP_92,-0.107649692703084
249992,HOP_62,0.993306476363054
606986,LOXIMVI,0.683262445045169
755841,HCT_15,-1.78515230004113
606985,MDA_MB_231,-1.54922921589656
118994,NCI_H322M,-0.51954119281146
526598,SF_268,0.219527103578964
118994,TK_10,-0.943295810670767
681638,U251,1.14101245553332
736201,TK_10,-1.43870076583096
145668,NCI_H460,1.20438754503998
246131,ACHN,0.0699150863974934
9706,NCI_H23,0.615951742794085
268242,LOXIMVI,0.424785060678344
681636,OVCAR_8,0.408683641964674
302991,NCI_H23,0.806423539311304
627168,SF_539,0.284861105618761
767125,SW_620,-0.0345553352062811
783107,NCI_H226,-1.65235468297442
754366,SK_MEL_5,0.438383183662624
167780,SK_MEL_2,0.824894144589374
772992,SR,-0.617447034119588
606173,HOP_92,-1.0743972765544
154948,NCI_H322M,-1.48129544689777
56410,SK_MEL_2,-0.982072320539061
249910,SN12C,0.69615351238662
783107,A549,0.31214533471733
755384,NCI_H23,-0.796650478493319
753686,A549,-0.342962152764374
326231,NCI_H460,-0.13426639210537
673596,OVCAR_3,-0.609538020882656
354258,HT29,0.68826215467938
698037,MALME_3M,-0.625518024523199
224131,T47D,-0.219288109516681
747856,SNB_19,-0.610489770086826
755841,ACHN,0.331203960070466
256927,CAKI_1,0.167578198508383
683557,HCT_15,-0.688927759841234
740645,IGROV1,-0.131591169495068
104800,OVCAR_5,-0.373357924423461
682298,KM12,-1.00442995577258
241240,DU_145,-0.335315571943882
747856,UACC_62,-0.412314223025786
752,SN12C,-0.0477305370077738
757348,786_0,0.564580721363906
24559,RPMI_8226,0.232250742044762
337766,COLO205,0.524449280860842
368390,MOLT_4,1.03330657843756
789797,OVCAR_8,-0.638255804556275
279836,LOXIMVI,0.60382509861469
125066,SF_295,1.1673712513712
736624,RXF_393,-1.09435947876442
603076,ACHN,1.0022004728534
303812,PC_3,-0.106916706519616
791785,SNB_19,0.816710319853964
167780,SW_620,-0.515526465682878
295501,KM12,-0.873541547525024
740,DU_145,0.507493488014698
184692,PC_3,-0.349822200975815
697912,BT_549,-1.5411375221955
77213,SF_295,-0.214839502486776
772992,OVCAR_8,-0.713214205453346
754366,NCI_H226,0.456774668796731
697887,MDA_MB_435,-0.420205159355687
365798,COLO205,-0.737031507570531
154948,CAKI_1,0.611322170066265
706744,T47D,0.780665390045964
1390,BT_549,-0.260191832269033
32065,HCC_2998,-0.122782789765052
38721,SK_MEL_28,0.0436319636069969
681641,SW_620,0.413781973469342
783107,U251,-0.0957670757587687
127716,SK_MEL_5,-0.368952688601709
224131,BT_549,-0.885351665522396
3053,LOXIMVI,1.05610426847557
6396,BT_549,-0.596207598654816
740,EKVX,-1.467640401544
758671,SNB_19,0.719370922718927
683555,MCF7,1.08614032181157
758706,T47D,-1.18377248836817
164011,BT_549,-0.697196447244251
26980,SK_OV_3,-0.328139440660183
736201,MCF7,1.00178821300574
105014,SK_OV_3,-0.60730311640517
357704,SK_MEL_5,0.281346866538757
143095,HS578T,-0.87168794389454
8806,HCT_116,-0.421987525605912
32065,HOP_92,-0.330900081767491
681641,SK_MEL_28,-0.081335511995775
172112,HOP_92,4.04259873494756
301739,CAKI_1,0.930587874870938
268242,NCI_ADR_RES,0.322842009174515
759878,SK_MEL_28,-1.68824683100591
143095,MCF7,0.606680577436263
104800,CCRF_CEM,1.54599382417694
38721,K_562,1.32839744025235
759155,OVCAR_8,-0.0285995123305259
295500,HL_60,0.783516606274503
736202,NCI_H322M,-1.04243868402157
100880,U251,0.696099368480201
63878,SK_OV_3,-0.865145919207012
295499,OVCAR_3,-0.847846721478539
613327,HS578T,-1.38796494350902
783107,SR,0.434846379771572
153353,BT_549,0.463924309288367
755,HCT_116,0.408766399931944
736201,SN12C,0.488136884286444
79037,SR,1.86176560440605
266046,NCI_H522,0.843884808197242
760419,UACC_62,0.0711870023954802
295500,ACHN,0.954899829438889
132313,NCI_H522,-0.312497511703683
8806,EKVX,-0.692334097430774
79037,HS578T,-1.37617165838768
760764,MDA_MB_231,-1.03309533246235
156303,SW_620,0.657688692749078
606497,CAKI_1,0.991663438810069
369100,EKVX,0.673622017163201
606869,M14,1.16494960976444
249910,T47D,0.572366237582439
366140,HOP_92,0.813829250744317
141549,U251,0.367492690165632
124463,SF_295,-0.75341497828788
755880,SR,1.72548222986756
606869,IGROV1,-1.1264667520565
753686,SK_MEL_2,-0.456751119094574
94600,RPMI_8226,0.068816326006354
694501,NCI_H322M,-1.16734616658579
681645,DU_145,0.773309152571918
610458,UACC_62,1.01971345128552
736624,MDA_MB_435,-0.606210747047197
148958,MOLT_4,-0.677146341274596
755,SF_295,-0.0821861576244166
296934,UACC_257,-0.152263976670427
603071,SF_539,0.917188670687801
728073,SK_OV_3,-1.15283915981132
694501,SK_MEL_2,-0.377054272460619
329680,NCI_H322M,-1.09986512413751
153353,SK_MEL_28,-0.66423469386194
740521,SW_620,0.508004269921078
603074,SN12C,1.17568357394899
606498,CCRF_CEM,1.04603287687046
757087,MCF7,0.569427660220781
757348,DU_145,0.193084240628604
143095,HOP_62,0.236528558764205
728073,SNB_75,0.0037210565485609
326231,KM12,-0.422905472861094
765396,OVCAR_5,-0.788973886519847
51143,CAKI_1,0.216555675149589
141549,PC_3,-0.73868412708667
783107,LOXIMVI,1.00586473361372
758230,HOP_92,0.0481557014595687
603077,OVCAR_5,-0.458228650004172
697887,MOLT_4,4.74610053099184
683558,ACHN,1.18223002497883
256927,IGROV1,0.165053015575286
758251,UACC_257,0.717419742471919
153353,CAKI_1,0.265896866587715
178248,COLO205,-0.787810891098954
736201,SF_295,0.953847193224164
256927,SR,1.12237549198856
721517,BT_549,1.42887503855967
374028,SK_OV_3,-0.138611030938649
139105,SN12C,0.509695690710195
82151,SNB_75,-0.067246925695422
353451,EKVX,-0.996355231183085
637651,MDA_MB_435,-1.14684847221078
148958,HOP_62,0.483068455459933
610457,OVCAR_5,-0.794347546474913
681645,RXF_393,-0.518535913132062
266046,OVCAR_3,-0.683886541727287
26980,M14,0.33053452385085
256942,OVCAR_8,0.0471766248798839
758667,SK_MEL_2,-0.779315261080626
111533,U251,1.05302944714294
610457,UACC_257,-0.537820946419236
789797,RXF_393,-0.331090370354163
603071,OVCAR_3,-1.12846346797009
111533,UO_31,-0.629246101708832
681635,CAKI_1,0.845850188026829
616348,HOP_92,-0.151587555384462
134679,K_562,0.252439453384049
740521,HS578T,-3.41986194039193
752,RXF_393,0.345056193420014
256942,HCC_2998,-0.519678057204928
610457,IGROV1,-0.82573123895929
681641,COLO205,-1.24097651187089
758612,CCRF_CEM,-0.585721090099478
606985,SF_539,0.790668904494006
276382,NCI_H322M,-1.31423385192258
725776,SF_539,0.507744719083485
755880,HCC_2998,-0.0880192164442928
708298,HCT_116,0.590507950079153
767125,RPMI_8226,-0.685081395960342
363812,HCT_15,0.535665988674459
752,HS578T,-1.08906717109643
765396,MOLT_4,1.02266575593369
760419,T47D,0.422215215457271
681637,SF_268,1.08392079837729
224131,HL_60,0.0878957877289239
627505,HS578T,1.27895431919418
256439,CCRF_CEM,1.83710133811858
354258,NCI_H460,0.974057414575197
740521,OVCAR_4,-0.679560558230326
759263,IGROV1,-1.27524859128999
107392,KM12,-0.332413274869899
143095,DU_145,1.00730145628114
143020,NCI_H226,0.610249772099906
246131,COLO205,-0.744107041167897
351710,A549,1.23990218762659
369395,SW_620,-0.119377063056678
757348,NCI_H522,0.250583998629968
681635,MALME_3M,-0.311118920399655
754366,LOXIMVI,0.646186070287644
639174,SF_268,1.247362687808
301739,U251,0.982240175901354
757348,RXF_393,0.401148604189574
606499,MOLT_4,1.47768909240236
279836,ACHN,1.10376389858043
19893,RPMI_8226,0.979429499444269
682298,SK_MEL_2,-1.46218889321937
295500,K_562,-0.302448187328601
63878,OVCAR_3,-1.04824039014842
374028,COLO205,-1.4007036097879
71261,NCI_H460,0.560523377468804
56410,786_0,0.28158409912286
369395,A549,0.624474481176325
784722,RPMI_8226,0.867775717645127
364830,SW_620,-0.579468974574811
627168,NCI_H322M,0.317066542051933
352122,SK_MEL_5,0.752271452504391
135758,SK_MEL_5,-0.421484864335717
758671,A498,-1.61136391940325
618939,NCI_H23,0.304279203077254
758671,OVCAR_3,-0.345599205659817
281612,TK_10,0.151764091810736
681645,MALME_3M,-0.85644461492103
758423,K_562,-0.466388274124667
156303,K_562,-0.696672856739195
95382,CAKI_1,0.437944516521968
757098,TK_10,-1.41424505136856
126771,SF_539,0.264047001071708
287459,SK_MEL_2,-1.53372084197733
3053,HS578T,-0.26540836875472
71851,PC_3,0.0064929397185263
256927,EKVX,-0.725502859322633
102627,SNB_19,-0.227146298877671
656889,HT29,-0.910412128267842
269148,COLO205,-0.560156451137991
757804,MDA_MB_435,-0.823613570227395
249992,786_0,0.566206338238722
308847,NCI_H23,-0.703108774528318
656889,ACHN,0.132387916136301
768593,NCI_H23,-1.02335099979756
348948,U251,0.489176719151156
301739,NCI_H460,1.41900744440306
683558,MDA_MB_435,-0.184179030986636
89201,SNB_19,-0.634997053734135
613327,HL_60,1.28273636935054
281612,BT_549,-0.881463111496183
747856,SK_MEL_2,-0.862159458249807
125066,LOXIMVI,1.00140849713446
269148,CAKI_1,1.16581098345512
606172,T47D,0.934592915756327
754771,SNB_19,-0.688574549649225
682298,OVCAR_5,-0.960073924967076
784722,ACHN,0.149978113280892
736493,OVCAR_3,-1.15037290745309
683558,HCC_2998,-0.424766409916079
694501,MOLT_4,1.56184955860465
784722,HCT_15,-1.96500590304476
369100,COLO205,0.797381091998812
740,OVCAR_4,-1.78591215597907
141549,SK_MEL_2,-1.25827484992749
123127,HT29,-0.235768781022141
697887,SK_OV_3,-0.420205159355687
135758,MDA_MB_231,-0.878060360613699
681645,HT29,-0.688535072679938
105132,SN12C,0.424816514689924
697912,COLO205,-0.188911203073806
132313,UO_31,-0.2340590622611
95441,SF_268,0.455187352574587
111533,SNB_75,1.1499586687282
633782,CAKI_1,-0.104361980745779
132313,NCI_H460,2.23465818116182
71795,ACHN,1.1664065959359
681641,KM12,-1.53925777960285
9706,EKVX,-1.10979507805839
374551,UO_31,-0.356784627624223
758612,LOXIMVI,1.12196157121393
610457,UO_31,0.54631483351717
740521,SK_MEL_28,-1.61564156425642
619232,PC_3,-0.386612042733452
89201,HT29,-0.110280749610993
757036,HCT_116,0.630798493206312
755,MOLT_4,0.718850589277293
734294,UACC_257,-0.0633747886589755
752,786_0,0.384102147856496
295500,OVCAR_8,-0.196312988385325
369100,KM12,-0.114305819701092
735037,MDA_MB_435,-0.687773127814511
740268,HT29,0.128615381594015
639174,MALME_3M,-0.463087306709292
89201,NCI_H23,-0.48130952004614
643833,SK_OV_3,-0.521881473906796
326231,HS578T,-0.390489799835832
89201,HCT_116,0.140498250639392
374028,U251,0.629220952066453
139105,MOLT_4,0.619868537100291
681642,UO_31,0.318481602950311
683555,DU_145,1.06739603416288
363812,SNB_75,-1.1697030484206
126771,MOLT_4,1.63825884741498
639186,SNB_19,-0.803936956340797
295501,RXF_393,0.610364377394771
127716,UACC_62,-0.368952688601709
603074,HOP_92,-0.840258641477612
134679,EKVX,-2.00298881664463
369395,RXF_393,-0.107862053740218
320846,HOP_62,0.15038044806991
639186,SN12C,0.728361718665753
740645,MOLT_4,1.08393092310283
758230,U251,0.775119639851653
164011,SK_MEL_5,0.398608180282688
143095,MALME_3M,-1.5583748719948
606497,HOP_92,-0.782700821144663
354646,MDA_MB_435,0.138130419528634
757036,NCI_H226,-0.783698835003637
343499,SN12C,0.819635538290335
178248,RPMI_8226,-0.413128456495789
740,SR,0.645527944541483
627168,RPMI_8226,0.391315466240575
740,NCI_H226,-1.55597817644301
143095,HOP_92,-0.572061572770712
681639,SNB_19,0.876975031471944
706744,OVCAR_3,-1.15565589336853
24559,SF_295,0.205606710089398
374028,SR,1.86885742135317
706744,786_0,1.27172215498242
134727,EKVX,-1.95254607696838
681643,OVCAR_8,0.38732894230157
759195,EKVX,-1.42731309166853
697887,MDA_MB_231,-0.420205159355687
102627,SNB_75,-0.240987436058155
154948,DU_145,1.00393058697232
681641,MCF7,1.06801372308506
256927,HT29,1.0803345456241
609699,MOLT_4,1.10731351502493
610457,CAKI_1,0.924997414167282
369100,MDA_MB_435,-0.149596853805765
783107,SF_295,0.329453597576309
681639,A549,0.0310931791614825
167780,NCI_H460,0.62738077183285
26271,EKVX,-0.23263530165963
134727,RXF_393,-0.639429409335746
610456,HOP_62,1.31251017702415
728073,BT_549,0.446226522468994
619232,HCT_116,-0.127884396722104
740,MDA_MB_435,0.636946683912937
85998,NCI_H23,-0.193756367959683
760764,SK_MEL_5,-0.290689607051809
338947,SK_MEL_28,-1.16125352123926
3088,PC_3,-0.357377661453079
184692,SNB_19,-0.412350568341207
343499,UACC_257,-1.30543127408527
754365,OVCAR_3,-0.309118479475559
352122,UACC_257,-0.267455666047412
627168,NCI_H23,-0.197683028762817
683555,NCI_H522,0.467344626000577
697912,SK_MEL_2,-1.24527046406102
6396,CCRF_CEM,1.68840212454423
104800,MALME_3M,-1.17689268760059
26271,K_562,1.2364531579154
326231,U251,-0.422905472861094
740645,OVCAR_4,-0.996619915988564
756660,IGROV1,-0.0448352273804597
374028,SN12C,0.714317509394202
269148,OVCAR_4,-0.972847908081263
697887,786_0,-0.420205159355687
374551,LOXIMVI,0.723684038052712
246131,OVCAR_5,-0.943623434878678
610458,SNB_19,0.38325543632582
141540,SN12C,0.451177674880425
256942,SK_MEL_28,-0.87454919010447
366140,A498,-0.977312504835714
73754,UACC_257,-0.483326655693248
337766,HCT_15,-2.57550627231539
85998,UACC_62,0.0478983554550518
754771,IGROV1,-1.16773125764538
606869,TK_10,-0.123064823123372
63878,HCT_15,-0.557042415303982
320846,SW_620,0.567231067412983
167780,SK_MEL_28,-0.154651571874679
710270,MDA_N,0.41233361073411
758255,SF_268,0.217532621376811
45388,HS578T,-0.312636332432816
184692,K_562,0.862874373481612
734294,MOLT_4,1.37429118776673
736198,K_562,0.396569798717818
735037,RPMI_8226,-0.0836726707473936
683555,A549,0.520319719523185
163501,SNB_75,-2.68848786816896
708298,UO_31,0.590507950079153
759263,KM12,-0.979151229533522
610459,OVCAR_5,-0.532531886775196
368390,SK_MEL_5,0.010909073231059
83142,OVCAR_5,-1.27742820749743
169780,OVCAR_4,-0.428815842190978
369395,MDA_N,0.117543134678513
681638,HS578T,-1.77158107689074
610457,NCI_H226,-0.272602571712928
172112,SF_295,-0.0948335157276938
279836,EKVX,-2.2099137536777
32065,SF_268,0.238141718263764
681637,OVCAR_3,-1.14495767493048
757348,ACHN,-0.431710205734082
312887,A549,0.0827014714082925
526598,SR,0.0403525128928521
623017,MOLT_4,0.430862072353658
758255,786_0,0.456689413827686
1390,SF_295,0.224249237621694
791785,T47D,-0.413910864535756
767125,HCT_116,-0.590459086122253
762,NCI_H23,0.695821864701214
366140,LOXIMVI,0.636297300165778
526598,MDA_N,0.195566713526031
681644,SK_OV_3,0.0934636490437593
754771,MALME_3M,-0.797830465038901
34462,HS578T,-0.948976745333191
355644,ACHN,0.604242445383598
125066,HOP_92,1.27653368488276
326231,HOP_92,1.14655857181773
681643,PC_3,-0.653962736974755
105132,SF_539,1.13092665169703
63984,MDA_MB_231,0.93662607315361
756717,SK_OV_3,-0.259421065410053
256439,RXF_393,-0.735583499795204
38721,HCT_15,-0.229325548359617
337766,SNB_75,0.802754564157051
768593,M14,0.0257468763279129
627505,786_0,1.39995888291728
755841,SW_620,0.331203960070466
681641,MDA_MB_435,0.0431615638412914
56410,BT_549,-0.833149733626216
618939,SK_MEL_5,0.335355555756436
757098,HCT_116,-0.361719669707937
754771,A549,-0.635365767060164
164011,NCI_H23,0.11901341518703
757348,MDA_MB_435,0.521142432247138
747856,LOXIMVI,1.07113457011925
606173,MOLT_4,1.68461877968755
740,OVCAR_3,-0.104996193698505
246131,OVCAR_4,-1.35689548727865
759878,MDA_MB_435,-0.49137768157188
287459,NCI_H522,-0.524448211106373
681637,SF_539,1.24048363180729
24559,HOP_92,0.148267304837846
355644,HS578T,0.192772715841245
71851,HT29,0.0459847426863321
249992,MOLT_4,1.67885252504539
681645,SF_295,0.504476264093127
73754,UACC_62,0.503762441969737
623017,SF_539,0.7575456102508
249992,ACHN,1.19382581028072
14229,MALME_3M,-0.143227800642237
754365,KM12,0.232219734853116
681638,TK_10,-1.71495631455499
606497,MDA_MB_231,-1.65749107055558
757036,SF_539,1.88485499187882
256942,HT29,-0.323634438828307
747856,786_0,-0.862159458249807
758612,MOLT_4,-0.0749905690728563
118218,SF_268,-0.29443873856351
348948,NCI_ADR_RES,-0.66198684945624
141540,SK_OV_3,-0.397221029365503
728073,HOP_62,0.99140983374544
759195,BT_549,0.515442608515184
719276,A498,-0.306142166162797
26980,HCT_116,-0.078130689969163
352299,U251,1.26293542109593
683555,TK_10,-1.178163805693
224131,NCI_H23,-0.733004638985024
366140,K_562,-0.134268451842618
314622,NCI_H23,0.421922443710195
246131,MALME_3M,-0.453631572726119
740,COLO205,-0.586200105709935
638066,KM12,0.693181587095148
355644,IGROV1,-0.59511041010665
82151,OVCAR_5,-0.750825799025981
755880,SK_MEL_2,-1.13274791723835
125066,MDA_MB_231,-0.928766917777708
737518,EKVX,-1.11779182358441
756660,SK_OV_3,-0.284331154972019
753686,HCT_15,-0.456751119094574
758423,NCI_H23,0.184284295186926
633782,UACC_257,-0.934363365268143
95466,SNB_19,0.399856924757086
639186,HT29,-0.803936956340797
134727,SN12C,0.701904107198258
83142,IGROV1,0.0243720379492589
95466,SF_295,1.56072893073937
681636,HCT_116,0.173706895128188
603076,UO_31,0.0504468448709541
256927,A549,-0.0638571006347474
27640,MDA_MB_435,-0.124653621603022
164011,M14,-0.323924411056993
337766,SK_MEL_2,-0.0814225180442027
94600,OVCAR_8,0.28446539127143
784722,HOP_62,0.207785548384725
737518,HT29,-1.07052612242013
767125,MCF7,1.67039131235705
6396,DU_145,0.879246353983533
681637,SF_295,0.443055020955987
264137,SK_MEL_28,0.115817629193131
25154,NCI_H226,-0.300257317356592
603074,MOLT_4,1.17568357394899
3053,PC_3,-0.240433870300814
613327,NCI_H460,1.15210945849999
95382,K_562,-0.248026781932393
174121,SNB_19,-0.182658097680656
757087,HT29,0.042750328906892
736198,SK_MEL_28,-1.07161914936187
56410,EKVX,-0.666035053968574
759857,RPMI_8226,-1.30418222785453
45388,PC_3,-0.306577099782265
176323,OVCAR_8,0.493231051611164
281612,HT29,-0.118026341009614
656889,NCI_H460,1.01082334137617
721517,TK_10,1.31466414041656
295499,RXF_393,-0.106093450899682
784722,MALME_3M,0.972439266342245
154948,OVCAR_4,-1.57366287281439
681634,HOP_62,0.798540541793573
752840,NCI_ADR_RES,-0.889041042795907
734294,HT29,-0.078835732145873
735037,SK_MEL_5,0.238976692390482
174121,A549,0.539869702746079
758612,U251,-0.092856551401447
702294,SW_620,-1.34294861975763
755,HL_60,0.436114975291455
760419,SF_539,2.06564171982466
783107,HCT_15,0.225926198317045
755985,SK_MEL_5,-0.17469871597253
224131,MDA_MB_231,-0.727972319909279
302991,RXF_393,0.0227371538257324
634724,LOXIMVI,0.631417329988768
783107,OVCAR_3,0.323399902010429
681643,HT29,-0.982982694314657
757804,SNB_19,0.345101631252301
89201,K_562,1.70659728268244
637037,SW_620,-2.05869483212569
740645,A549,-0.116728457356538
656889,SK_MEL_28,0.257013083770502
163501,SF_268,0.515667023990331
634724,BT_549,-0.579973935954561
19893,HL_60,0.569835065324128
760764,SNB_19,0.68020136394688
83142,SR,0.820761022096603
627168,M14,-0.382720373619641
95678,IGROV1,0.159869864606393
759263,M14,0.881707223097678
409962,MDA_MB_231,-0.232403453674892
26271,IGROV1,-0.23263530165963
363812,UACC_257,-0.44025039475522
526598,HS578T,0.396481926203066
759155,SW_620,0.592076242588296
102627,PC_3,-0.204742883122002
343499,A549,1.23979303614469
606170,A498,-0.199937259390646
759263,SN12C,0.881707223097678
218321,CAKI_1,6.02366213523007
276382,SNB_75,0.837189323161562
753686,SK_MEL_5,0.822841953985504
368390,SK_MEL_2,-1.44533491447002
182986,EKVX,-0.620781714127294
681646,HCT_15,-0.600031877337712
754230,IGROV1,0.40363781161264
357704,MOLT_4,0.619386261388161
105132,HOP_92,-0.188803061630433
363812,HL_60,0.75517544609556
756717,TK_10,-0.293253986464594
760419,786_0,0.166457916060869
303812,MDA_N,-0.439556794184582
706744,HS578T,-1.58383701430699
760764,NCI_H522,-0.133855207962673
740521,NCI_H322M,-0.188190871614778
73754,HOP_62,-0.638529141932871
758255,U251,0.509611479480233
365798,SW_620,-0.0287920654645712
681632,SK_MEL_2,-0.444069549055226
71261,NCI_H23,-0.0376101940175421
349174,MOLT_4,1.6347177397023
639174,SR,1.70342543598217
63984,SW_620,0.0787201267430265
124463,K_562,-0.572823375204859
681641,NCI_H460,0.412076697383433
329680,HT29,-0.769719674477548
27640,UACC_257,-0.184487031107523
369395,U251,0.641223752104211
314622,HT29,-0.909708898760819
83142,MDA_MB_231,-0.242343870619532
374028,OVCAR_3,-0.588148924986161
639174,MDA_N,-0.775366365326392
639186,SK_MEL_28,-0.803936956340797
762,K_562,-0.633631346655223
638066,A498,-0.349624942702401
762,RXF_393,0.172805736396673
51143,KM12,-0.0099530498781081
637037,NCI_H322M,1.69150500001539
737518,CCRF_CEM,1.39079092682375
256439,RPMI_8226,-0.084799292366738
728073,HCT_15,-1.45935390205418
627505,MDA_N,-0.973391262665984
134727,NCI_H226,0.402125440976679
25154,CCRF_CEM,1.98767891638775
758423,NCI_H322M,-1.69569632407254
355644,PC_3,-0.513023095664967
755,IGROV1,-0.418811811421723
603071,MOLT_4,0.996899694784886
256942,IGROV1,-0.257315067224411
606498,M14,0.0673057053357151
618939,SW_620,-0.276654776829348
89201,MDA_MB_435,1.90697509893361
256439,HOP_92,-0.603462393989745
760764,HOP_92,1.65294581434465
164011,SF_268,-0.0737476629957382
224131,SNB_75,-1.32723170396152
697912,MDA_N,0.0305729345692938
681646,SF_268,1.07889503338257
328410,NCI_H460,1.5232129555852
26980,EKVX,-1.40955877546393
374551,RPMI_8226,0.619278696124764
124463,MDA_MB_231,-0.75341497828788
135758,MDA_N,-0.341363928100546
759614,786_0,1.04421445617964
296934,OVCAR_5,-1.00029792091215
603076,NCI_H23,0.747456790597819
176323,SNB_19,0.758322083977021
759263,DU_145,0.774783847365972
735037,OVCAR_8,-0.179795587038139
755880,SNB_19,0.909900898120322
104800,COLO205,-0.249905357095139
3053,U251,0.775284071620877
728073,MCF7,0.912963776607837
681641,NCI_ADR_RES,-0.2377553371345
218321,SK_MEL_28,-0.1752111200945
603077,MALME_3M,-0.499274748421759
737518,SK_MEL_28,-1.1628942368668
603071,IGROV1,-1.20335658700987
673596,HT29,-0.0016361580643929
135758,MALME_3M,0.0678470480221559
683557,786_0,0.983755153126421
125066,MOLT_4,0.0469040012965309
295499,M14,0.140352653305573
1390,M14,0.608822705215802
302991,K_562,0.309267823538532
138783,PC_3,-0.679408536561306
174121,MDA_MB_231,-1.58230482104723
349174,SK_MEL_2,-0.615120824762274
681633,SF_268,1.44621650287266
759263,TK_10,-1.92088574030508
349174,U251,0.92255156963012
172112,EKVX,-0.419438410502141
